district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,district_name_encoded_group_mean_x,district_name_encoded_group_sum_x,district_name_encoded_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,district_name_encoded_group_mean_y,district_name_encoded_group_sum_y,district_name_encoded_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count,district_name_encoded_group_mean,district_name_encoded_group_sum,district_name_encoded_group_count
WARANGAL,GEESUGONDA,DHARMARAM,CHANDRA SHEKAR TUNGA GAS GODOWN,"LUBRICATING OIL, GREASES OR PETROLEUM BASED PRODUCTS (ONLY BLENDING AT NOMAD TEMPERATURE)",PHARMACEUTICALS AND CHEMICALS,0.178,9,2025-04-24,,YET TO START CONSTRUCTION,YES,SC,-0.7809600039880951,10,18,55,59,32,10,12,1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000009,0,0,2,2025,4,24,3,,,,,1970,1,1,3,1970,1,1,3,1.2533277777777778,11.27995,9,-0.21131249617443681,-1.9018124655699313,9,10.0,90,9,2.0784166666666666,6.23525,3,0.22577267821917577,0.6773180346575273,3,10.0,30,3,0.178,0.178,1,-0.7809600039880951,-0.7809600039880951,1,10.0,10,1
WARANGAL,WARDHANNA PET,WARDHANNAPET,KISAN DAIRY FARM,DAIRY AND DAIRY PRODUCTS ( SMALL SCALE),FOOD PROCESSING,0.3,7,2025-08-12,,YET TO START CONSTRUCTION,YES,OBC,-0.7163313415565473,10,50,56,60,33,1,18,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000009,0,0,1,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,1.2533277777777778,11.27995,9,-0.21131249617443681,-1.9018124655699313,9,10.0,90,9,0.32499999999999996,0.6499999999999999,2,-0.7030877631894269,-1.4061755263788538,2,10.0,20,2,0.32499999999999996,0.6499999999999999,2,-0.7030877631894269,-1.4061755263788538,2,10.0,20,2
SANGAREDDY,JINNARAM,BOLLARAM,"M/S. ANMOL POLYMERS PVT LTD, (FORMERLY M/S.SAI TE",PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,1.08,43,2025-07-03,,YET TO START CONSTRUCTION,YES,GENERAL,-0.30313169650239014,13,24,57,61,3,3,19,1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000010,0,0,0,2025,7,3,3,,,,,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,2.8893125,11.55725,4,0.6553391788720326,2.6213567154881305,4,13.0,52,4,1.08,1.08,1,-0.30313169650239014,-0.30313169650239014,1,13.0,13,1
SIDDIPET,WARGAL,VELURU,RAMALINGESHWARA RICE INDUSTRY,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.95,10,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.37199830401141637,0,51,58,62,7,1,9,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000010,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,1.2,2.4,2,-0.23956252034021214,-0.4791250406804243,2,0.0,0,2,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,0.0,0,1
RANGAREDDY,KOTHUR,THIMMAPUR,COCOATINI CHOCOLATIERS,"CHLORATES, PER-CHLORATES &PEROXIDES",PHARMACEUTICALS AND CHEMICALS,0.868,5,2025-07-16,,YET TO START CONSTRUCTION,YES,OBC,-0.41543724105557134,9,52,59,63,34,10,4,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000010,0,0,1,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,0.868,0.868,1,-0.41543724105557134,-0.41543724105557134,1,9.0,9,1,0.868,0.868,1,-0.41543724105557134,-0.41543724105557134,1,9.0,9,1
WANAPARTHY,PEBBAIR,RANGAPUR,ALLIED BLENDERS AND DISTILLERS LTD.,DISTILLERY ( MOLASSES / GRAIN /YEAST BASED),BEVERAGES,5.72725,15,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,25,53,60,64,35,13,13,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000010,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3,2.5040833333333334,7.51225,3,0.4512666725500128,1.3538000176500384,3,25.0,75,3,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,25.0,25,1,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,25.0,25,1
SURYAPET,MATTAM PALLE,PEDDAVEEDU,NGS WHITE CEMENTS AP PVT LTD,CEMENT,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",5.72725,75,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,18,54,61,65,4,4,20,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000010,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3,2.73367,13.66835,5,0.572888633031851,2.864443165159255,5,18.0,90,5,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,18.0,18,1,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,18.0,18,1
MAHBUBNAGAR,BALANAGAR,GUNDED,ECOWOOD INDUSTRY,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,3.6,7,2025-08-02,,YET TO START CONSTRUCTION,YES,OBC,1.0318210029033485,26,55,62,66,17,11,18,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000011,0,0,1,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3,2.48625,4.9725,2,0.4418195866481337,0.8836391732962674,2,26.0,52,2,3.6,3.6,1,1.0318210029033485,1.0318210029033485,1,26.0,26,1,3.6,3.6,1,1.0318210029033485,1.0318210029033485,1,26.0,26,1
MEDCHAL,MEDCHAL,MEDCHAL,M/S.MARUDHAR ENTERPRISES.,"FORMULATION/PALLETIZATION OF CAMPHOR TABLETS,NAPHTHALENE BALLS FROM CAMPHOR/ NAPHTHALENE POWDERS",PHARMACEUTICALS AND CHEMICALS,0.2,2,2025-07-16,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7693056550250291,3,7,63,67,36,10,8,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000011,0,0,0,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,2.963625,5.92725,2,0.6947057155682981,1.3894114311365962,2,3.0,6,2,0.2,0.2,1,-0.7693056550250291,-0.7693056550250291,1,3.0,3,1
KAMAREDDY,KAMAREDDY,PATHARAJAMPET,HINDUSTAN TRADERS SAW MILL & TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.2,6,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.7693056550250291,27,56,64,68,9,8,3,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000011,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3,0.14166666666666666,0.425,3,-0.8002073378816433,-2.40062201364493,3,27.0,81,3,0.2,0.2,1,-0.7693056550250291,-0.7693056550250291,1,27.0,27,1,0.2,0.2,1,-0.7693056550250291,-0.7693056550250291,1,27.0,27,1
KAMAREDDY,TADWAI,TADWAI,SUJATHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.05,1,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.8487671252277516,27,57,65,69,11,1,0,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000011,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,0.14166666666666666,0.425,3,-0.8002073378816433,-2.40062201364493,3,27.0,81,3,0.05,0.05,1,-0.8487671252277516,-0.8487671252277516,1,27.0,27,1,0.05,0.05,1,-0.8487671252277516,-0.8487671252277516,1,27.0,27,1
JANGAON,RAGHUNATHPALLE,GOVARDHANAGIRI,M/S BHARATHI GROUP,"FISH FEED, POULTRY FEED AND CATTLE FEED",AGRO BASED INCL COLD STORAGES,0.98,15,2025-08-07,,YET TO START CONSTRUCTION,YES,GENERAL,-0.3561060099708719,19,58,66,70,37,0,13,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000011,0,0,0,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3,0.4178,2.089,5,-0.653927600290676,-3.2696380014533797,5,19.0,95,5,0.98,0.98,1,-0.3561060099708719,-0.3561060099708719,1,19.0,19,1,0.98,0.98,1,-0.3561060099708719,-0.3561060099708719,1,19.0,19,1
MEDAK,MANOHARABAD,KUCHARAM,M/S. INGENISIS ENGINEERING PVT. LTD.,INDUSTRY OR PROCESS INVOLVING METAL SURFACE TREATMENT OR PROCESS SUCH AS PICKLING/ ELECTROPLATING/PAINT STRIPPING/ HEAT TREATMENT USING CYANIDE BATH/ PHOSPHATING OR FINISHING AND ANODIZING / ENAMELLINGS/ GALVANIZING,OTHERS,1.5,15,2025-07-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.08063957993476704,16,59,67,71,38,14,13,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000012,0,0,0,2025,7,23,2,,,,,1970,1,1,3,1970,1,1,3,2.03545,10.177249999999999,5,0.20301138153221815,1.0150569076610907,5,16.0,80,5,0.775,1.55,2,-0.4647033525812593,-0.9294067051625186,2,16.0,32,2,1.5,1.5,1,-0.08063957993476704,-0.08063957993476704,1,16.0,16,1
YADADRI,BIBINAGAR,RAIRAOPET,SRI YASHODA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9989,10,2025-07-30,,YET TO START CONSTRUCTION,YES,GENERAL,-0.3460938647253288,5,5,5,72,5,5,9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000012,0,0,0,2025,7,30,2,,,,,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6
SANGAREDDY,PATANCHERU,PASHAMYLARAM,NIEHOFF OF INDIA PRIVATE LIMITED.,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.72,10,2025-07-28,,YET TO START CONSTRUCTION,YES,GENERAL,-0.49383922498892424,13,60,68,73,21,12,9,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000012,0,0,0,2025,7,28,0,,,,,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,1.4812400000000001,7.4062,5,-0.09057756114145414,-0.4528878057072707,5,13.0,65,5,0.485,0.97,2,-0.6183288616398562,-1.2366577232797125,2,13.0,26,2
KAMAREDDY,MADNOOR,DONGLI,M. S. AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.175,20,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7825492333921494,27,61,69,74,7,1,2,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,0.14166666666666666,0.425,3,-0.8002073378816433,-2.40062201364493,3,27.0,81,3,0.175,0.175,1,-0.7825492333921494,-0.7825492333921494,1,27.0,27,1,0.175,0.175,1,-0.7825492333921494,-0.7825492333921494,1,27.0,27,1
KHAMMAM,KHAMMAM (URBAN),KAIKONDAIGUDEM,SRI SAI GANESH STONES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.4046,6,2025-08-07,,YET TO START CONSTRUCTION,YES,SC,-0.6609202096685155,23,49,70,75,27,14,3,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000012,0,0,2,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3,1.6039375,6.41575,4,-0.02557940287346394,-0.10231761149385576,4,23.0,92,4,0.32675,0.6535,2,-0.7021607127037286,-1.4043214254074572,2,23.0,46,2,0.4046,0.4046,1,-0.6609202096685155,-0.6609202096685155,1,23.0,23,1
WARANGAL,WARDHANNA PET,WARDHANNAPET,M/S. MAHESHWARA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.35,15,2025-08-05,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6898441848223065,10,50,56,76,7,1,13,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000012,0,0,0,2025,8,5,1,,,,,1970,1,1,3,1970,1,1,3,1.2533277777777778,11.27995,9,-0.21131249617443681,-1.9018124655699313,9,10.0,90,9,0.32499999999999996,0.6499999999999999,2,-0.7030877631894269,-1.4061755263788538,2,10.0,20,2,0.32499999999999996,0.6499999999999999,2,-0.7030877631894269,-1.4061755263788538,2,10.0,20,2
